age,income,economic_status,employment,car_avail,bike_avail,pt_abo_avail,zone,dist_group,main_mode,share
,,,,,,,10,10000 - 20000,walk,6.772284393850046e-06
,,,,,,,10,20000+,bike,4.650761954079401e-05
,,,,,,,10,20000+,car,0.0023238545166561595
,,,,,,,10,20000+,pt,0.0028389619020049097
,,,,,,,10,20000+,ride,0.0004948459243019743
,,,,,,,10,20000+,walk,8.232158789514617e-06
,,,,,,,11,0 - 1000,bike,0.002337177568947534
,,,,,,,11,0 - 1000,car,0.0006847566847915533
,,,,,,,11,0 - 1000,pt,0.00042629972548501564
,,,,,,,11,0 - 1000,ride,0.00022719744210688482
,,,,,,,11,0 - 1000,walk,0.017199193622818704
,,,,,,,11,1000 - 2000,bike,0.0028017786937620487
,,,,,,,11,1000 - 2000,car,0.0015883795122013141
,,,,,,,11,1000 - 2000,pt,0.0016120931992327648
,,,,,,,11,1000 - 2000,ride,0.0009127206814515304
,,,,,,,11,1000 - 2000,walk,0.00415060708258663
,,,,,,,11,2000 - 5000,bike,0.0027786126036669235
,,,,,,,11,2000 - 5000,car,0.002927280148929042
,,,,,,,11,2000 - 5000,pt,0.005363011755059554
,,,,,,,11,2000 - 5000,ride,0.0011045948694768852
,,,,,,,11,2000 - 5000,walk,0.0010166797003936516
,,,,,,,11,5000 - 10000,bike,0.0014591884479232032
,,,,,,,11,5000 - 10000,car,0.003978645888418108
,,,,,,,11,5000 - 10000,pt,0.007210678020338197
,,,,,,,11,5000 - 10000,ride,0.0012052288077563237
,,,,,,,11,5000 - 10000,walk,9.915238313136577e-05
,,,,,,,11,10000 - 20000,bike,0.0006086197547879267
,,,,,,,11,10000 - 20000,car,0.0034701041682991835
,,,,,,,11,10000 - 20000,pt,0.006482003207861252
,,,,,,,11,10000 - 20000,ride,0.0007001055506871348
,,,,,,,11,10000 - 20000,walk,3.8241930094191256e-06
,,,,,,,11,20000+,bike,9.340490917353526e-05
,,,,,,,11,20000+,car,0.0017455327009249053
,,,,,,,11,20000+,pt,0.001677338491266352
,,,,,,,11,20000+,ride,0.00021747805753468278
,,,,,,,11,20000+,walk,4.2802744366557224e-05
,,,,,,,12,0 - 1000,bike,0.001549619632041852
,,,,,,,12,0 - 1000,car,0.001076232750837203
,,,,,,,12,0 - 1000,pt,0.00016240077175452944
,,,,,,,12,0 - 1000,ride,0.0004136736312824529
,,,,,,,12,0 - 1000,walk,0.014332533648785898
,,,,,,,12,1000 - 2000,bike,0.002742006170651539
,,,,,,,12,1000 - 2000,car,0.00223811410412056
,,,,,,,12,1000 - 2000,pt,0.0009564124946793444
,,,,,,,12,1000 - 2000,ride,0.0011402880700228139
,,,,,,,12,1000 - 2000,walk,0.0031661008745308295
,,,,,,,12,2000 - 5000,bike,0.0023587300227237875
,,,,,,,12,2000 - 5000,car,0.004721879021123623
,,,,,,,12,2000 - 5000,pt,0.003480733425377397
,,,,,,,12,2000 - 5000,ride,0.0019086201563356456
,,,,,,,12,2000 - 5000,walk,0.000954466695969384
,,,,,,,12,5000 - 10000,bike,0.0009532365343384797
,,,,,,,12,5000 - 10000,car,0.004591299963089369
,,,,,,,12,5000 - 10000,pt,0.004543860807447877
,,,,,,,12,5000 - 10000,ride,0.0012115586308162755
,,,,,,,12,5000 - 10000,walk,0.0001281228158698498
,,,,,,,12,10000 - 20000,bike,0.0005547586263881814
,,,,,,,12,10000 - 20000,car,0.003946661176381171
,,,,,,,12,10000 - 20000,pt,0.0055167920911067545
,,,,,,,12,10000 - 20000,ride,0.0008970497852734
,,,,,,,12,10000 - 20000,walk,4.841998811805259e-05
,,,,,,,12,20000+,bike,4.960855850105393e-05
,,,,,,,12,20000+,car,0.0017534272668849377
,,,,,,,12,20000+,pt,0.0016743257057077834
,,,,,,,12,20000+,ride,0.0003473180457051511
,,,,,,,12,20000+,walk,7.479118834585922e-06
,,,,,,,2,0 - 1000,bike,0.005050596230066247
,,,,,,,2,0 - 1000,car,0.0004938595672225664
,,,,,,,2,0 - 1000,pt,0.0001782241893133965
,,,,,,,2,0 - 1000,ride,0.00017910256406457762
,,,,,,,2,0 - 1000,walk,0.021270961808746464
,,,,,,,2,1000 - 2000,bike,0.005493320878115136
,,,,,,,2,1000 - 2000,car,0.0008029547954445757
,,,,,,,2,1000 - 2000,pt,0.0013147649185962893
,,,,,,,2,1000 - 2000,ride,0.0003432551476452056
,,,,,,,2,1000 - 2000,walk,0.004138657690859976
,,,,,,,2,2000 - 5000,bike,0.008604465251230356
,,,,,,,2,2000 - 5000,car,0.0022135469112819555
,,,,,,,2,2000 - 5000,pt,0.006989782756737705
,,,,,,,2,2000 - 5000,ride,0.0007906148483502785
,,,,,,,2,2000 - 5000,walk,0.0011421026922782353
,,,,,,,2,5000 - 10000,bike,0.003487716235231477
,,,,,,,2,5000 - 10000,car,0.0027161331415125074
,,,,,,,2,5000 - 10000,pt,0.0072133325209239605
,,,,,,,2,5000 - 10000,ride,0.0005501245247972994
,,,,,,,2,5000 - 10000,walk,4.671422437520986e-05
,,,,,,,2,10000 - 20000,bike,0.0005304375814333201
,,,,,,,2,10000 - 20000,car,0.0014459255369982927
,,,,,,,2,10000 - 20000,pt,0.002788265583788114
,,,,,,,2,10000 - 20000,ride,0.00021003622823882655
,,,,,,,2,10000 - 20000,walk,4.244166424701542e-05
,,,,,,,2,20000+,bike,4.6831336683187656e-05
,,,,,,,2,20000+,car,0.0009272011985586371
,,,,,,,2,20000+,pt,0.0017416506680933183
,,,,,,,2,20000+,ride,0.00019592131382800563
,,,,,,,2,20000+,walk,1.2972870471694053e-05
,,,,,,,3,0 - 1000,bike,0.006126721741433992
,,,,,,,3,0 - 1000,car,0.000882518558168293
,,,,,,,3,0 - 1000,pt,0.0003177088037782355
,,,,,,,3,0 - 1000,ride,0.00031344965667144805
,,,,,,,3,0 - 1000,walk,0.0266730516801875
,,,,,,,3,1000 - 2000,bike,0.006286172321915664
,,,,,,,3,1000 - 2000,car,0.001984381366234638
,,,,,,,3,1000 - 2000,pt,0.0026298615096224335
,,,,,,,3,1000 - 2000,ride,0.0007031990042751308
,,,,,,,3,1000 - 2000,walk,0.005977435197106746
,,,,,,,3,2000 - 5000,bike,0.006988201818305366
,,,,,,,3,2000 - 5000,car,0.004481247364478226
,,,,,,,3,2000 - 5000,pt,0.008518962409465633
,,,,,,,3,2000 - 5000,ride,0.0016385235031704177
,,,,,,,3,2000 - 5000,walk,0.0013066835684885387
,,,,,,,3,5000 - 10000,bike,0.003720060536305093
,,,,,,,3,5000 - 10000,car,0.00422046513058407
,,,,,,,3,5000 - 10000,pt,0.009907003660449379
,,,,,,,3,5000 - 10000,ride,0.0010818443551092317
,,,,,,,3,5000 - 10000,walk,0.00011716112425193036
,,,,,,,3,10000 - 20000,bike,0.0008349933457361667
,,,,,,,3,10000 - 20000,car,0.0031315411961608925
,,,,,,,3,10000 - 20000,pt,0.006100430777172731
,,,,,,,3,10000 - 20000,ride,0.0005867768633231282
,,,,,,,3,10000 - 20000,walk,3.052502364770967e-05
,,,,,,,3,20000+,bike,2.7975233713775023e-05
,,,,,,,3,20000+,car,0.002179613672767154
,,,,,,,3,20000+,pt,0.0022843889921283452
,,,,,,,3,20000+,ride,0.0003111399892561867
,,,,,,,3,20000+,walk,1.4548669715036844e-05
,,,,,,,4,0 - 1000,bike,0.003720182159252118
,,,,,,,4,0 - 1000,car,0.0008825850389508568
,,,,,,,4,0 - 1000,pt,0.0002976118804704429
,,,,,,,4,0 - 1000,ride,0.0002445817322982659
,,,,,,,4,0 - 1000,walk,0.023519617763009457
,,,,,,,4,1000 - 2000,bike,0.004651138878188089
,,,,,,,4,1000 - 2000,car,0.002108397057267562
,,,,,,,4,1000 - 2000,pt,0.0021697396563633794
,,,,,,,4,1000 - 2000,ride,0.0007521689839011517
,,,,,,,4,1000 - 2000,walk,0.005489428376843404
,,,,,,,4,2000 - 5000,bike,0.005156526567170801
,,,,,,,4,2000 - 5000,car,0.005339494954266613
,,,,,,,4,2000 - 5000,pt,0.007997327167717436
,,,,,,,4,2000 - 5000,ride,0.0018120747072605122
,,,,,,,4,2000 - 5000,walk,0.0011301886026115885
,,,,,,,4,5000 - 10000,bike,0.002892081079816697
,,,,,,,4,5000 - 10000,car,0.005077950033224806
,,,,,,,4,5000 - 10000,pt,0.009251944847723164
,,,,,,,4,5000 - 10000,ride,0.0012092178855826852
,,,,,,,4,5000 - 10000,walk,0.0001555366955168614
,,,,,,,4,10000 - 20000,bike,0.0005677072704478153
,,,,,,,4,10000 - 20000,car,0.003245664886359722
,,,,,,,4,10000 - 20000,pt,0.004442869010467371
,,,,,,,4,10000 - 20000,ride,0.0005928118658738124
,,,,,,,4,10000 - 20000,walk,5.145651420926276e-05
,,,,,,,4,20000+,bike,1.733710379453084e-05
,,,,,,,4,20000+,car,0.0013209807227444468
,,,,,,,4,20000+,pt,0.0015537080083347277
,,,,,,,4,20000+,ride,0.0002786658570094898
,,,,,,,4,20000+,walk,0.0
,,,,,,,5,0 - 1000,bike,0.0012014711489663921
,,,,,,,5,0 - 1000,car,0.0009944678117647485
,,,,,,,5,0 - 1000,pt,0.00014431311073940042
,,,,,,,5,0 - 1000,ride,0.0002520061688032343
,,,,,,,5,0 - 1000,walk,0.011823896664835824
,,,,,,,5,1000 - 2000,bike,0.0017155495719097969
,,,,,,,5,1000 - 2000,car,0.0018091049926924861
,,,,,,,5,1000 - 2000,pt,0.0009081704709075619
,,,,,,,5,1000 - 2000,ride,0.0007944355846500475
,,,,,,,5,1000 - 2000,walk,0.0025652928332124667
,,,,,,,5,2000 - 5000,bike,0.0018985873239137114
,,,,,,,5,2000 - 5000,car,0.005284021947888201
,,,,,,,5,2000 - 5000,pt,0.0031524757042590617
,,,,,,,5,2000 - 5000,ride,0.002147400698980346
,,,,,,,5,2000 - 5000,walk,0.000909137023814012
,,,,,,,5,5000 - 10000,bike,0.0004657029045969187
,,,,,,,5,5000 - 10000,car,0.0048206670829319224
,,,,,,,5,5000 - 10000,pt,0.002648493651637096
,,,,,,,5,5000 - 10000,ride,0.0014380704195076208
,,,,,,,5,5000 - 10000,walk,3.463544905134671e-05
,,,,,,,5,10000 - 20000,bike,0.0006032295598889311
,,,,,,,5,10000 - 20000,car,0.004484961655446956
,,,,,,,5,10000 - 20000,pt,0.005084398217712845
,,,,,,,5,10000 - 20000,ride,0.0008728903840911699
,,,,,,,5,10000 - 20000,walk,6.324863208260127e-05
,,,,,,,5,20000+,bike,5.4263326231871946e-05
,,,,,,,5,20000+,car,0.0022830173748106227
,,,,,,,5,20000+,pt,0.0023580884002252635
,,,,,,,5,20000+,ride,0.0003415397186575287
,,,,,,,5,20000+,walk,5.7073019508750884e-06
,,,,,,,6,0 - 1000,bike,0.0032698639284251215
,,,,,,,6,0 - 1000,car,0.0013390558926142846
,,,,,,,6,0 - 1000,pt,0.0002430189531577892
,,,,,,,6,0 - 1000,ride,0.00038665580376270414
,,,,,,,6,0 - 1000,walk,0.01717484700762908
,,,,,,,6,1000 - 2000,bike,0.003680209944209338
,,,,,,,6,1000 - 2000,car,0.003072517067015773
,,,,,,,6,1000 - 2000,pt,0.0016340119316034687
,,,,,,,6,1000 - 2000,ride,0.001250452973717354
,,,,,,,6,1000 - 2000,walk,0.003568949805796372
,,,,,,,6,2000 - 5000,bike,0.003710120432164481
,,,,,,,6,2000 - 5000,car,0.006350366055778467
,,,,,,,6,2000 - 5000,pt,0.005150126580414362
,,,,,,,6,2000 - 5000,ride,0.0025256672778474275
,,,,,,,6,2000 - 5000,walk,0.0010820146701951395
,,,,,,,6,5000 - 10000,bike,0.0018029808573874536
,,,,,,,6,5000 - 10000,car,0.005885669632629175
,,,,,,,6,5000 - 10000,pt,0.006485868882196995
,,,,,,,6,5000 - 10000,ride,0.0014076790565613808
,,,,,,,6,5000 - 10000,walk,0.00026556554297510416
,,,,,,,6,10000 - 20000,bike,0.0008020106622045961
,,,,,,,6,10000 - 20000,car,0.004333641772254681
,,,,,,,6,10000 - 20000,pt,0.005903860720483451
,,,,,,,6,10000 - 20000,ride,0.0007681869993958611
,,,,,,,6,10000 - 20000,walk,0.00015706304200550358
,,,,,,,6,20000+,bike,6.405001608442788e-05
,,,,,,,6,20000+,car,0.0020037874058639214
,,,,,,,6,20000+,pt,0.0019474827981089211
,,,,,,,6,20000+,ride,0.00032946135115676336
,,,,,,,6,20000+,walk,3.737374683682059e-05
,,,,,,,7,0 - 1000,bike,0.004361262626207358
,,,,,,,7,0 - 1000,car,0.0009261820052570202
,,,,,,,7,0 - 1000,pt,0.0002923950500855392
,,,,,,,7,0 - 1000,ride,0.00032765906218878
,,,,,,,7,0 - 1000,walk,0.02400513389925087
,,,,,,,7,1000 - 2000,bike,0.005230406790123231
,,,,,,,7,1000 - 2000,car,0.0021002564810533317
,,,,,,,7,1000 - 2000,pt,0.002011611625427996
,,,,,,,7,1000 - 2000,ride,0.000910095174670708
,,,,,,,7,1000 - 2000,walk,0.0049889213043370784
,,,,,,,7,2000 - 5000,bike,0.005934877054033339
,,,,,,,7,2000 - 5000,car,0.004860631170523127
,,,,,,,7,2000 - 5000,pt,0.006883525499872187
,,,,,,,7,2000 - 5000,ride,0.0016884992629415856
,,,,,,,7,2000 - 5000,walk,0.0010284314246834397
,,,,,,,7,5000 - 10000,bike,0.003205912005044892
,,,,,,,7,5000 - 10000,car,0.004962201220650953
,,,,,,,7,5000 - 10000,pt,0.008339908568555703
,,,,,,,7,5000 - 10000,ride,0.0011948530393937871
,,,,,,,7,5000 - 10000,walk,0.0001783749307274118
,,,,,,,7,10000 - 20000,bike,0.00043874435486180327
,,,,,,,7,10000 - 20000,car,0.0038019134697643707
,,,,,,,7,10000 - 20000,pt,0.005024036077486386
,,,,,,,7,10000 - 20000,ride,0.0005804029736653702
,,,,,,,7,10000 - 20000,walk,3.7000473994414476e-05
,,,,,,,7,20000+,bike,0.0001268007046620834
,,,,,,,7,20000+,car,0.0018626091739699642
,,,,,,,7,20000+,pt,0.001748913883511788
,,,,,,,7,20000+,ride,0.00035237255675967476
,,,,,,,7,20000+,walk,4.385076259842107e-06
,,,,,,,8,0 - 1000,bike,0.0030844549469022805
,,,,,,,8,0 - 1000,car,0.000910634925662794
,,,,,,,8,0 - 1000,pt,0.0002703495920428802
,,,,,,,8,0 - 1000,ride,0.0005022134329565182
,,,,,,,8,0 - 1000,walk,0.018686914023874814
,,,,,,,8,1000 - 2000,bike,0.004026746186450592
,,,,,,,8,1000 - 2000,car,0.0022954239633304336
,,,,,,,8,1000 - 2000,pt,0.001473399674144042
,,,,,,,8,1000 - 2000,ride,0.0011489995639594364
,,,,,,,8,1000 - 2000,walk,0.004866962006068735
,,,,,,,8,2000 - 5000,bike,0.005640284894196399
,,,,,,,8,2000 - 5000,car,0.004540372105783738
,,,,,,,8,2000 - 5000,pt,0.004744619210387099
,,,,,,,8,2000 - 5000,ride,0.0019154936446360946
,,,,,,,8,2000 - 5000,walk,0.0010221268610057573
,,,,,,,8,5000 - 10000,bike,0.003155042256212003
,,,,,,,8,5000 - 10000,car,0.004615474537449616
,,,,,,,8,5000 - 10000,pt,0.008014783089249685
,,,,,,,8,5000 - 10000,ride,0.0013538947140764083
,,,,,,,8,5000 - 10000,walk,7.233870191701047e-05
,,,,,,,8,10000 - 20000,bike,0.0006344658509780061
,,,,,,,8,10000 - 20000,car,0.00369487170130683
,,,,,,,8,10000 - 20000,pt,0.005024123183501123
,,,,,,,8,10000 - 20000,ride,0.0007241292050981675
,,,,,,,8,10000 - 20000,walk,9.616375371539535e-06
,,,,,,,8,20000+,bike,4.687144497143607e-05
,,,,,,,8,20000+,car,0.001970229283961512
,,,,,,,8,20000+,pt,0.0017859725812703507
,,,,,,,8,20000+,ride,0.00039315934714423656
,,,,,,,8,20000+,walk,0.0
,,,,,,,9,0 - 1000,bike,0.003005347241934131
,,,,,,,9,0 - 1000,car,0.0007165462463969522
,,,,,,,9,0 - 1000,pt,0.00033408392553263956
,,,,,,,9,0 - 1000,ride,0.00038325831502254633
,,,,,,,9,0 - 1000,walk,0.01452628227151892
,,,,,,,9,1000 - 2000,bike,0.002810397374738548
,,,,,,,9,1000 - 2000,car,0.0018749508934360695
,,,,,,,9,1000 - 2000,pt,0.0012604384062304558
,,,,,,,9,1000 - 2000,ride,0.0007311883449921341
,,,,,,,9,1000 - 2000,walk,0.0035126036845342396
,,,,,,,9,2000 - 5000,bike,0.0032282551320240538
,,,,,,,9,2000 - 5000,car,0.0035677728501884824
,,,,,,,9,2000 - 5000,pt,0.003226947817334008
,,,,,,,9,2000 - 5000,ride,0.0012212853473967905
,,,,,,,9,2000 - 5000,walk,0.0009735656857557671
,,,,,,,9,5000 - 10000,bike,0.0013488271907612333
,,,,,,,9,5000 - 10000,car,0.003988684075851862
,,,,,,,9,5000 - 10000,pt,0.003965600472830616
,,,,,,,9,5000 - 10000,ride,0.0011263322500052575
,,,,,,,9,5000 - 10000,walk,0.00014916363891102295
,,,,,,,9,10000 - 20000,bike,0.0006002260145254694
,,,,,,,9,10000 - 20000,car,0.004044388045685885
,,,,,,,9,10000 - 20000,pt,0.005636657676740299
,,,,,,,9,10000 - 20000,ride,0.0007562947029884415
,,,,,,,9,10000 - 20000,walk,4.814172572118403e-05
,,,,,,,9,20000+,bike,4.1728825901431864e-05
,,,,,,,9,20000+,car,0.0027935281492898565
,,,,,,,9,20000+,pt,0.0029606210599754904
,,,,,,,9,20000+,ride,0.0004415660538214156
,,,,,,,9,20000+,walk,3.835874246860943e-05
